input,output,meaning,num_cognates,cognate_set_id
[English] wipe [English] waif [English] swive [English] vibrate [Latin] vena [Icelandic] veifa [Latin] vibro [French] goémon [Old English] wifer [Old Armenian] վէպ [Gothic] 𐌱𐌹𐍅𐌰𐌹𐌱𐌾𐌰𐌽,*weyp-,,11,1242
[English] bark [Konkani] भाज्चे,*bʰerg-,,2,1243
[English] walk [English] vagrant,*walg-,,2,1244
[Welsh] nos [Hittite] 𒉈𒆪𒊻,*nékʷts,,2,1245
[English] chief [Catalan] cap [Romanian] cap [Old English] heafod [English] chef [French] chef [Norman] chef [Esperanto] ĉefo [Swedish] huvud [Scots] heid [Polish] kapo [Icelandic] höfuð [Portuguese] capítulo [English] chieftain [Scots] chieftain [Portuguese] chefe [Norwegian Bokmål] hode [Faroese] høvd [Portuguese] cabo [Spanish] cabo [Polish] szef [Norwegian Nynorsk] hovud [Indonesian] sep [Old Norse] hǫfuð [Russian] капитулировать [Cebuano] hepe [Tagalog] hepe [Jamtish] huvu [Norwegian Nynorsk] hòvúd,*kauput-,,29,1246
[English] chest [Latin] cisterna [Dutch] kist [Afrikaans] kis [German] Kiste [Ancient Greek] κίστη [Hunsrik] Kist [Middle English] cheste,*kisteh₂,,8,1247
[English] passion [English] passive [English] patient [English] fiend [English] fend [Latin] paene [English] patience [English] impenitent [Middle English] pacient [English] pentimento [Italian] pentimento [Latin] paeniteo [Ancient Greek] πῆμα [Sanskrit] पीयति,*peh₁-,,14,1248
[English] cup [English] hovel [German] Kopf [Old Frisian] hof [Czech] kupa [Latin] cupa [Italian] cupo [Kalasha] kuí [Galician] cuba [Portuguese] cuba [Spanish] cuba [Middle English] houve [Old French] huve [Gujarati] કૂવો [Hindi] कुआँ [Assamese] কুঁৱা,*kewp-,,16,1249
[English] crack [Italian] gru [English] crane [Latin] grus [English] creak [English] grouse [English] croon [English] Grus [Swedish] kräkas [Catalan] grua [English] crake [Old Norse] kráka [Indonesian] kran [German] kreischen [Spanish] grulla [Spanish] grúa [Polish] żuraw [Slovene] žerjav [Ancient Greek] γέρανος [Portuguese] grou [Lithuanian] garnys [Danish] krage [German] kreißen [Romanian] grui [Ladino] gruya [Indonesian] keran [Albanian] kurrillë [Lithuanian] gervė [Lithuanian] girgždėti [Mycenaean Greek] 𐀐𐀩𐀙𐀂,*gerh₂-,,30,1250
[English] sneeze [English] snore [Ancient Greek] πνέω [English] neeze [Albanian] fryj [Old English] fnora [Icelandic] fnæsa,*pnew-,,7,1251
[English] lamb [Swedish] lamm,*h₁l̥h₁onbʰos,,2,1252
[French] rogue [English] roe [English] reel [German] Rogen [Swedish] rom [Old English] hrægl [Icelandic] hráki [Icelandic] hrogn [Faroese] rogn [Norwegian Bokmål] rogn [Norwegian Nynorsk] rogn [Latvian] krāce [Icelandic] hræll [Serbo-Croatian] kresati [Westrobothnian] ramm [Westrobothnian] rɑmm [Translingual] Crocidura [Ancient Greek] κρόκη,*krek-,,18,1253
[French] huitante [Italian] ottanta [Spanish] ochenta [Portuguese] oitenta [Sardinian] otanta [Ancient Greek] ὀγδοήκοντα [Catalan] vuitanta [Greek] ογδόντα,*oktōḱomt,,8,1254
[French] nonante [Italian] novanta [Portuguese] noventa [Spanish] noventa [Latin] nonaginta [Ancient Greek] ἐνενήκοντα [Catalan] noranta [Greek] ενενήντα,*h₁néwn̥(d)ḱomt,,8,1255
[Old Irish] ler [Old Irish] lind [Irish] lia [Old Irish] lín [Old Irish] díliu,*leyH-,,5,1256
[Galician] ouvir [Portuguese] ouvir [Italian] udire [Latin] audio [Spanish] oír [French] ouïr [Catalan] oir [English] audient [Romanian] auzi [Old Portuguese] ouir,*h₂ewis,,10,1257
[Old Portuguese] dizer [Portuguese] dizer [Catalan] dir [French] dire [Italian] dire [Spanish] decir [Latin] dico [Romanian] zice [Sassarese] dì [Romansch] deir [Oscan] 𐌃𐌄𐌝𐌊𐌖𐌌 [Ligurian] dî [Translingual] Dictyoptera [Emilian] dîr,*déyḱti,,14,1258
[English] leer [Old Norse] hlýr,*ḱlews-,,2,1259
[English] leer [English] lithe [Scots] luid [Middle English] lude [English] loude,*ḱlewe-,,5,1260
[English] leer [Swedish] läsa [German] lesen [Middle Dutch] lesen [Hunsrik] lese [Dutch] lezen [Afrikaans] lees [Limburgish] leuze,*les-,,8,1261
[English] scum [English] skim [Indonesian] skim [Faroese] skúm,*skew-,,4,1262
[Old Irish] gel [English] Muriel [French] Muriel [Manx] gial,*ǵʰelh₂-,,4,1263
[Old Saxon] gel [Dutch] geil,*gʰoylos,,2,1264
[Latin] calx [Serbo-Croatian] kuk [Macedonian] колк [Old English] healh,*klHk(ᵂ)-(n)-,,4,1265
[English] wreak [English] wretch [English] garçon [German] Rache [Dutch] wraak [Portuguese] garçom [Tocharian B] werke [Gothic] 𐍅𐍂𐌹𐌺𐌰𐌽,*wreg-,,8,1266
[Middle English] ymne [Old French] ymne [Galician] himno,*sh₂em,,3,1267
[English] kid [Swedish] kid [German] Kitz,*gidʰ-,,3,1268
[Latin] odi [Latin] odor [Portuguese] odor [English] heterodont [Spanish] oler [Latin] oleo [Catalan] olor [Chavacano] olor [Spanish] olor [Latin] olo [Latvian] ods [Ancient Greek] Ὀδυσσεύς [Esperanto] odoro [Lithuanian] uosti [Albanian] amë [Old Armenian] հոտ [Old Armenian] ատեմ [Albanian] amëz [Icelandic] etja [Old Norse] etja [Lithuanian] uodas [Italian] aulire [Italian] olire [Ancient Greek] ὠδίς [Ancient Greek] ὀδύνη [Ancient Greek] ὀδύσσομαι,*h₃ed-,,26,1269
[English] moor [Dutch] meren,*mēyt-,,2,1270
[Albanian] ter [German] dörren [Old Norse] þerra [Latin] torreo [Middle English] tosten [Cimbrian] dèrran,*torséyeti,,6,1271
[Romanian] lung [Italian] lungo [Slovene] dolg [Czech] dlouhý [Slovak] dlhý [Serbo-Croatian] дуг [Galician] longo [Portuguese] longo [Persian] دیر [Russian] долгий [Polish] długi [Macedonian] долг [Lithuanian] ilgas [Hindi] दीर्घ [Sanskrit] दीर्घ [Lower Sorbian] dłujki [Ancient Greek] δολιχός [Persian] دراز [Bulgarian] дълъг [Zazaki] derg [Portuguese] longínquo [Northern Kurdish] dirêj [Latvian] ilgs [Telugu] దీర్ఘము [Belarusian] доўгі [Gothic] 𐍄𐌿𐌻𐌲𐌿𐍃 [Kalasha] dríga [Ukrainian] довгий [Old English] tulge [Assamese] দীঘল [Khowar] درونگ [Rusyn] довгый [Avestan] 𐬛𐬀𐬭𐬆𐬔𐬀 [Upper Sorbian] dołhi [Old Czech] dlúhý [Kashubian] dłudżi [Sudovian] iłg [Romanian] Dolgu [Bengali] দরাজ [Bengali] দেরী,*dl̥h₁gʰós,,40,1272
[Dutch] bom [French] bonde [Piedmontese] bondon,*bʰudʰ-,,3,1273
[Norwegian Bokmål] bok [Swedish] bok [Persian] بخت [Old Persian] 𐏎 [Sanskrit] भक्ति [Old Persian] 𐎲𐎠𐎪𐎶 [Persian] بخش [Assamese] ভাত [Norwegian Bokmål] abc-bok [Middle Persian] bʾg [Old Armenian] բակ [Sanskrit] भाग [Sanskrit] भजन [Malay] bahagi [Tagalog] bahagi [Middle Persian] b'g [Avestan] 𐬠𐬀𐬑𐬙𐬀 [Sanskrit] भक्ष [Sylheti] ꠜꠣꠔ [Tocharian B] pāke [Norwegian Bokmål] ABC-bok [Kashmiri] बतॖ [Bengali] বাত [Tocharian A] pāk [Sanskrit] भज्,*bʰeh₂g-,,25,1274
[Scottish Gaelic] buil [Ancient Greek] ὄφελος [Old Armenian] աւել [Old Armenian] աւել- [Ancient Greek] ὠφέλεια,*h₃bʰel-,,5,1275
[Albanian] mos [Albanian] mo [Kalasha] mo [Persian] مه [Ancient Greek] μή [Old Armenian] մի [Ossetian] ма [Urdu] مت [Hindi] मत [Sanskrit] मा [Old Bengali] মা [Gandhari] 𐨨,*meh₁,,12,1276
[Old Irish] mos [Latin] mox [Old Irish] moch [Welsh] moch [Sanskrit] मक्षू,*moḱs,,5,1277
[Czech] zout [Latvian] aut [Latin] exuo [Lithuanian] auti [Lithuanian] avėti [Czech] obout,*h₃ew-,,6,1278
[Breton] den [Cornish] den [Manx] dooinney,*dʰéǵʰom-yo-,,3,1279
[Latin] landica [English] loom [English] loon [English] lamentation [Ancient Greek] ἀλήθεια [Czech] lát [Latin] latro [Scottish Gaelic] ràn [Latin] lancino [Latin] lessus [Ancient Greek] Λήθη [Czech] levý [Northern Kurdish] reyîn [Serbo-Croatian] lelek [Latin] lacer [Dutch] lullen [German] lullen [Ancient Greek] λαλέω [Ancient Greek] ἀληθής [Latin] larus [Latin] lateo [Latin] lamentum [Irish] láth [Hittite] 𒌋𒆷𒂊 [Albanian] leh [Welsh] llid [Latin] lolium [Polish] łajać [Belarusian] левы [Latin] lallo [Kalasha] ráik [Sanskrit] रायति [Ancient Greek] λῆρος [Ancient Greek] λακίς [Old Church Slavonic] лаꙗти [Ancient Greek] λαθίφρων [Ossetian] рӕйын,*leh₂-,,37,1280
[Irish] bos [Breton] boz,*gʷosto-,,2,1281
[Norwegian Bokmål] lik [Norwegian Nynorsk] lik [Swedish] lik [Westrobothnian] lik [Faroese] lík [Icelandic] lík,*līg-,,6,1282
[Latin] maior [Latin] magis [Ancient Greek] μείζων,*méǵh₂yōs,,3,1283
[Dutch] heg [German] Hecke,*kagʰyo-,,2,1284
[Afrikaans] oor [Dutch] oor [Swedish] öra [Old Dutch] ora [Old High German] ora [Old Saxon] ora [German] Ohr [Low German] Ohr [Pennsylvania German] Ohr [Danish] øre [German Low German] Ur [Old Norse] eyra [Old English] eare [Old Church Slavonic] оухо [Lithuanian] ausis [Macedonian] уво [Gothic] 𐌰𐌿𐍃𐍉 [Belarusian] вуха [Westrobothnian] öir,*h₂ows-,,19,1285
[Middle High German] zit [North Frisian] tid [Norwegian Bokmål] tid [Norwegian Nynorsk] tid [Old English] tid [Swedish] tid [Faroese] tíð [Icelandic] tíð [Old Norse] tíð [North Frisian] tidj [Low German] Tied [Elfdalian] taið,*dīti-,,12,1286
[English] kleptomaniac [Cebuano] klepto [English] klepto- [Latin] clepo [Albanian] qep [Gothic] 𐌷𐌻𐌹𐍆𐌰𐌽,*klep-,,6,1287
[Galician] santo [Indonesian] santo [Portuguese] santo [Indonesian] santa,*sān-,,4,1288
[Danish] stol [Norwegian Bokmål] stol [Norwegian Nynorsk] stol [Swedish] stol [Icelandic] stóll [Old Norse] stóll [Faroese] stólur,*stāl-,,7,1289
[English] lire [Old English] lira,*lekʷs-,,2,1290
[Welsh] barn [English] agree [English] grace [Czech] hora [English] bard [Dutch] bard [Polish] bard [Latin] gratia [Serbo-Croatian] gora [Slovene] gora [Ukrainian] гора [Russian] жрец [Lithuanian] geras [Old Church Slavonic] жрьтва [Irish] brath [Scottish Gaelic] brath [Old Prussian] girtwei [Lithuanian] girti [Georgian] ბარდი [Latin] gratulor [Latin] bardus [Sanskrit] गॄ [Old Polish] żerzec [Sudovian] gyr [Galician] Beresmo [Latin] Berisamum [Tocharian B] kartse [Sanskrit] गूर्ति [Breton] barzh [Avestan] 𐬔𐬀𐬌𐬭𐬌,*gʷerH-,,30,1291
[English] tale [English] tale [English] totter [Faroese] tala [Icelandic] tala [Swedish] tala [English] sedulous [English] tallow [German] Zahl [English] tilt [Icelandic] tölt [Old Norse] tjaldr [English] tolter [Ancient Greek] δόλος [Swedish] baktala [Old English] tealtrian,*del-,,16,1292
[English] out [English] utmost [Old English] ut [Russian] вы- [English] ur- [English] outen [Old Irish] od- [Ancient Greek] ὕστατος,*úd,,8,1293
[English] adder [Translingual] Natrix,*n̥h₁trih₂,,2,1294
[English] liaison [English] ally [French] lier [English] obligation [Latin] lictor [English] leech [Latin] ligo [Portuguese] liga [Swedish] liga [Romanian] lega [Italian] legare [Portuguese] ligar [Spanish] ligar [Portuguese] desligar [Catalan] lligar [Albanian] lidh,*leyǵ-,,16,1295
[Norman] gris [German Low German] grag,*gʰregʰwos,,2,1296
[Norman] gris [English] chromatic [English] grout [English] growl [English] gross [English] grill [English] grill [Latin] grandis [English] yar [Latin] furfur [German] grob [Persian] زر [Italian] digrignare [German] grollen [German] Grut [Latvian] grūst,*gʰer-,,16,1297
[Portuguese] movimento [English] move [English] motion [English] locomotion [Italian] muovere [Portuguese] mover [Spanish] mover [Spanish] moco [Tocharian B] i- [French] mouvoir [Catalan] moc [Romanian] muc [Latin] moveo [Italian] moccio [Catalan] moure [Portuguese] monco [Occitan] mòure [Spanish] mugriento [Old Irish] múnigid [Ancient Greek] μυρίος [Marshallese] m̧upi,*mew-,,21,1298
[Polish] woda [Hunsrik] Wasser [Old English] wæter [Slovincian] vʉɵ̯dą [Hunsrik] waser,*wédōr,,5,1299
[Latin] crus [Albanian] kërci,*ḱruH-,,2,1300
[English] afraid [English] affray [French] effrayer [Old French] esfreer [Albanian] e premte [Albanian] Prenda,*prāy-,,6,1301
[English] -est [Old Armenian] -ս,*-si,,2,1302
[French] né [Catalan] nat [Romanian] nat [Latin] natus [Italian] nato [Old English] -cund [Latin] gnatus [Gothic] -𐌺𐌿𐌽𐌳𐍃 [Sanskrit] जात [Prakrit] 𑀚𑀸𑀬 [Marathi] झाले,*ǵn̥h₁tós,,11,1303
[French] patois [English] patrol [French] patte,*(s)pent-,,3,1304
[English] moustache [Old High German] muntar [Ancient Greek] μαστιχάω [Italian] mostaccio,*mendʰ-,,4,1305
[Old English] gos [Icelandic] gæs [Faroese] gás [Old Norse] gás [Cebuano] gansa [Latin] ganta [Yiddish] גאַנדז [Elfdalian] gą̊s [Alemannic German] Gaas [Alemannic German] Gants,*ǵʰans-,,10,1306
[English] shackle [Scots] shackle [Polish] szekla,*skeg-,,3,1307
[English] maraud [English] mar [Pali] mussati [Persian] فراموش [Lithuanian] miršti [French] marri [Old French] marrir [Sanskrit] मृष्यति [Baluchi] شموشگ,*mers-,,9,1308
[English] whey [English] Titanic [Ancient Greek] τίνω [Irish] feic [Old Irish] cin [Persian] گزیدن [Lithuanian] keisti [Russian] чин [Old English] hwæg [Arabic] ثمن [Ancient Greek] τίω [Sanskrit] चिता,*kʷey-,,12,1309
[English] thrush [English] thrush [Irish] druid [Galician] tordo [Italian] tordo [Portuguese] tordo [Spanish] tordo [Romanian] sturz [Finnish] rastas [Catalan] tord [Ukrainian] дрізд [Lower Sorbian] drozn [Upper Sorbian] drózn [Breton] tred [Swedish] trast [Latvian] strazds [Faroese] trøstur [Old Norse] þrǫstr [Latin] turdus [Aromanian] strudz [Aromanian] sturdzu [Norwegian Bokmål] trost [Norwegian Nynorsk] trost,*trosdos,,23,1310
[English] haste [Norman] hâte,*ḱeyp-,,2,1311
[English] -er [Norwegian Bokmål] -ator [Catalan] -dor [Galician] -dor [Portuguese] -dor [Spanish] -dor [Aromanian] -tor [Latin] -tor [Romanian] -tor [Italian] -tore [Old French] -eor [Ancient Greek] -τωρ [Latin] -turio [Ligurian] -dô [Aromanian] -ãtor [Aromanian] -ãtoru [Aromanian] -toru [Norwegian Bokmål] absorbator,*-tōr,,18,1312
[English] spear [Dutch] spoor [Dutch] spoor [Latin] pars [Danish] spor [English] spurn [Old English] spere [Italian] sporco [Ancient Greek] σφαῖρα [Galician] espora [Latin] sparus [Romanian] spurc [Latin] sperno [Indonesian] sepur [Galician] esporón [Ancient Greek] σφυρόν [Ancient Greek] ἀσπαίρω [Javanese] ꦱꦼꦥꦸꦂ,*sperH-,,18,1313
[English] croak [Italian] gracchio [Italian] gracchia [Romanian] graur [Catalan] gralla [Galician] gralla [French] grolle [Latin] graculus [Spanish] grajo [Portuguese] gralha [Portuguese] gralho,*greh₂-k-,,11,1314
[English] grunt [Old English] grunnian [Swedish] grymta [Danish] grynte,*gʰrun-,,4,1315
[English] guile [Old French] guile [English] withe [English] wile [English] wattle [Old Norse] við [Icelandic] vél [Old Norse] vél [Latvian] vaina [Old Irish] féile [Irish] fial [Latvian] viegls [Old Irish] fíal,*wey-,,13,1316
[English] alight [Serbo-Croatian] lak [Dutch] licht [Middle Dutch] licht [Icelandic] léttur [Portuguese] leve [Spanish] leve [Serbo-Croatian] lagan [Irish] léim [German] leicht [Serbo-Croatian] лак [Norwegian Bokmål] lett [Romansch] lev [Old Norse] léttr [Old High German] liht [Swedish] lätt [Faroese] lættur [Old Church Slavonic] льгъкъ [Czech] lehký [Polish] lekki [Slovene] lahek [Old Armenian] արագ [Russian] лёгкий [Serbo-Croatian] лаган [Old Irish] léimm [Scottish Gaelic] leum [Romansch] leiv [Romansch] leav [Slovak] ľahký [Welsh] llai [Old Irish] lugu [Persian] رخت [Old Irish] lingid [Lithuanian] lengvas [Albanian] lëngë,*h₁lengʷʰ-,,35,1317
[Latin] pugnus [Catalan] puny [Spanish] puño [French] poing [Portuguese] punho [Romanian] pumn,*puǵnos,,6,1318
[English] chip [Polish] chip,*ǵeyb-,,2,1319
[English] knot [English] knotty [Galician] nó,*gnod-,,3,1320
[Romani] amen [Norwegian Nynorsk] oss [Swedish] oss [Sanskrit] अस्मद् [Mòcheno] ens [Gujarati] અમે [Scanian] váss [Sanskrit] अस्मान् [Sanskrit] नस् [Khowar] اسپا [Avestan] 𐬀𐬵𐬨𐬀 [North Frisian] üs [Saurashtra] ꢂꢪꢶ [Swedish] voss,*n̥smé,,14,1321
[English] amuse [German] Mücke [English] mud [German] Maul [French] amuser [English] midge [Norwegian Bokmål] mygg [Norwegian Nynorsk] mygg [Latin] muttio,*mū-,,9,1322
[English] dung [Old English] dung [Old English] dung [Old Saxon] dung [English] dungeon [Dutch] donk [Swedish] dynga [Albanian] dëng [Lithuanian] dengti,*dʰengʰ-,,9,1323
[English] miracle [Old French] miracle,*(s)meyh₂-,,2,1324
[Faroese] apa [Swedish] apa,*abō-,,2,1325
[Portuguese] vela [Old Portuguese] vea [Portuguese] véu,*weg,,3,1326
[Serbo-Croatian] meja [Slovene] meja [Serbo-Croatian] međa [Serbo-Croatian] међа,*medʰyos,,4,1327
[Jassic] dan [English] Danube [French] Danube [Serbo-Croatian] Dunav [Bulgarian] Дунав [Macedonian] Дунав [Serbo-Croatian] Дунав [Russian] Дунай [Ukrainian] Дунай [Ossetian] дон [Latin] Danubius [Italian] Danubio [Spanish] Danubio [German] Donau [Romanian] Dunăre [Czech] Dunaj [Polish] Dunaj [Slovak] Dunaj [Slovene] Dunaj [Portuguese] Danúbio [Greek] Δούναβης [Irish] Danóib [Catalan] Danubi [Old English] Donua,*déh₂nu,,24,1328
[Old Irish] rigid [Scottish Gaelic] rag [English] reach [Latin] rigo [Irish] cuibhrigh [Latin] rigeo [Old Irish] conrig [Welsh] cyfrwy [Welsh] rhwym,*Hreyǵ-,,9,1329
[French] ancestral [Spanish] ancestral [English] concede [Portuguese] conceder [Tocharian A] kätk- [Tocharian B] kätk-,*ked-,,6,1330
[English] steer [German] Stier [German] stieren [Dutch] stier [Danish] tyr,*(s)táwros,,5,1331
[English] yard [English] girth [French] jardin [Romanian] gard [Ukrainian] город [English] gird [Swedish] gård [Ancient Greek] Γόρδιον [Russian] жердь [Faroese] gjørð [Old Norse] gyrða [Old Norse] gjǫrð [Old Norse] gerða [Old Norse] gerði [Tocharian B] kerccī,*gʰerdʰ-,,15,1332
[Lithuanian] juosta [Ancient Greek] ζώννυμι [Ancient Greek] ζωστήρ,*yeh₃s-,,3,1333
[English] -y [Middle English] -y [Dutch] -ig [German] -ig [Norwegian Bokmål] -ig [Old Saxon] -ig [Swedish] -ig [English] agonic [Old Saxon] -ag [English] Homeric [Middle English] -ik [Norwegian Bokmål] abbedverdighet [English] barnacle [Pennsylvania German] -ich [Saterland Frisian] -ich [West Frisian] -ich [Sanskrit] -इक [Latvian] -īgs [Lithuanian] -iukas [Latin] -cus [Ancient Greek] -κός [Gothic] -𐌲𐍃 [Old Norse] -ugr [Old Norse] -igr [Arabic] زمزريق [Norwegian Bokmål] abiotisk [Arabic] أريج [Spanish] Marción [English] Marcion [Latin] Marcion [Norwegian Bokmål] A-klinikk [Norwegian Bokmål] a-klinikk,*-kos,,32,1334
[English] step [Indonesian] step [Serbo-Croatian] stupiti [Serbo-Croatian] ступити [Ukrainian] ступити [Russian] ступить [Czech] stoupit,*stab-,,7,1335
[Indonesian] step [English] steep [English] steep [English] stoop [Scots] stap [Old English] stupian,*(s)tewb-,,6,1336
